categories,reviews.text,sentiment
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3",No problem other than setup took a few minutes to finish!!,NEGATIVE
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3",Too difficult to setup not compatible with other equipment,NEGATIVE
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","The Echo Plus is great. “Alexa” is the best feature. The only problem is, you can’t use it wirelessly. It must remain plugged in at all times, which is kind of annoying.",NEGATIVE
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3",I bought this along with the dot and it’s helpful to use as an intercom,NEGATIVE
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3",I brought the Echo Plus for the louder sound quality. I already have an Echo Dot which I use in my bedroom to control my lights and heater via a Wemo Smart Switch. I brought the Echo Plus which I use in my family room for music and to control my smart devices.,NEGATIVE
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","HUB is almost useless. Ended up using spare Philips HUB. The HUB built in would only ""discover"" 2 out of 12 bulbs. 3 days of trying. HUE bridge 12 out of 12 first try.",NEGATIVE
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3",Can not tell you the price of merchandise when asked.,NEGATIVE
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3",Exchanged the google Google home for this model. Fun for the kids. Finding new uses for it every day. Had a problem when best buy forgot to include the free light bulb.,NEGATIVE
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","The speaker is an improvement over the Echo Dot, set up was easy and connecting additional home automation products to it as we acquire them has been a simple process. Works as advertised! Have not really had a need for the HUB part yet though.",NEGATIVE
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3",They make it seem like you can pretty much ask anything to Alexa but she never knows anything. It is very non responsive at times too.,NEGATIVE
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","She's becoming part of the family, but, the Echo Plus is not much different (that I have discovered, yet, anyway) than the Echo 2nd generation. I haven't had the Echo 1st generation and so I do not know. I have had the Echos (Plus, Echos-2nd generation, and Dot) about 3 weeks and the only thing I think makes the difference is that it has a better sound quality, but, we are talking for those really connoisseur kinds of ears or the ones that like to turn up the volume. The Hue lightbulbs are great. I bought the Echo Plus on a Black Friday extended Sale and the Hue lightbulb was a real bonus, further. I liked it so much I went back and bought the pack of Hue bulbs that were also on sale. We are loving the whole system and the lightbulbs.",NEGATIVE
"Computers & Accessories,Tablet & E-Reader Accessories,Amazon Devices & Accessories,Electronics,Power Adapters & Cables,Computers Features,Cell Phone Accessories,Cell Phone Batteries & Power,Digital Device Accessory,Tablet Accessories,Featured Brands,Kindle Fire (2nd Generation) Accessories,Kindle Store,Power Adapters Cables,Electrical,Home,Tablets & E-Readers,Chargers Adapters,Chargers & Adapters,Electronics Features,Fire Tablet Accessories,Amazon Book Reader Accessory,Cell Phones,Amazon Device Accessories,Home Improvement,Fire (5th Generation) Accessories,Amazon Devices,Cables & Chargers",This solved the problem of my daughter's lost kindle charger.,NEGATIVE
"Computers & Accessories,Tablet & E-Reader Accessories,Amazon Devices & Accessories,Electronics,Power Adapters & Cables,Computers Features,Cell Phone Accessories,Cell Phone Batteries & Power,Digital Device Accessory,Tablet Accessories,Featured Brands,Kindle Fire (2nd Generation) Accessories,Kindle Store,Power Adapters Cables,Electrical,Home,Tablets & E-Readers,Chargers Adapters,Chargers & Adapters,Electronics Features,Fire Tablet Accessories,Amazon Book Reader Accessory,Cell Phones,Amazon Device Accessories,Home Improvement,Fire (5th Generation) Accessories,Amazon Devices,Cables & Chargers",Best kindle charger ever. Took 30 minutes to being my kindle back to life.,NEGATIVE
"Computers & Accessories,Tablet & E-Reader Accessories,Amazon Devices & Accessories,Electronics,Power Adapters & Cables,Computers Features,Cell Phone Accessories,Cell Phone Batteries & Power,Digital Device Accessory,Tablet Accessories,Featured Brands,Kindle Fire (2nd Generation) Accessories,Kindle Store,Power Adapters Cables,Electrical,Home,Tablets & E-Readers,Chargers Adapters,Chargers & Adapters,Electronics Features,Fire Tablet Accessories,Amazon Book Reader Accessory,Cell Phones,Amazon Device Accessories,Home Improvement,Fire (5th Generation) Accessories,Amazon Devices,Cables & Chargers",I bought this because the package said it was a fast charger only to find it charges at normal speed... That was disappointing. I'm pretty sure I'm not doing anything wrong. It seems pretty self explanatory... :/,NEGATIVE
"Computers & Accessories,Tablet & E-Reader Accessories,Amazon Devices & Accessories,Electronics,Power Adapters & Cables,Computers Features,Cell Phone Accessories,Cell Phone Batteries & Power,Digital Device Accessory,Tablet Accessories,Featured Brands,Kindle Fire (2nd Generation) Accessories,Kindle Store,Power Adapters Cables,Electrical,Home,Tablets & E-Readers,Chargers Adapters,Chargers & Adapters,Electronics Features,Fire Tablet Accessories,Amazon Book Reader Accessory,Cell Phones,Amazon Device Accessories,Home Improvement,Fire (5th Generation) Accessories,Amazon Devices,Cables & Chargers","Tried different charging blocks, nothing worked properly. Plugged in the Amazon block, Kindle came right up.",NEGATIVE
"Computers & Accessories,Tablet & E-Reader Accessories,Amazon Devices & Accessories,Electronics,Power Adapters & Cables,Computers Features,Cell Phone Accessories,Cell Phone Batteries & Power,Digital Device Accessory,Tablet Accessories,Featured Brands,Kindle Fire (2nd Generation) Accessories,Kindle Store,Power Adapters Cables,Electrical,Home,Tablets & E-Readers,Chargers Adapters,Chargers & Adapters,Electronics Features,Fire Tablet Accessories,Amazon Book Reader Accessory,Cell Phones,Amazon Device Accessories,Home Improvement,Fire (5th Generation) Accessories,Amazon Devices,Cables & Chargers",Quickly charges kindle so son can use it. Worked great right out of the package,NEGATIVE
"Computers & Accessories,Tablet & E-Reader Accessories,Amazon Devices & Accessories,Electronics,Power Adapters & Cables,Computers Features,Cell Phone Accessories,Cell Phone Batteries & Power,Digital Device Accessory,Tablet Accessories,Featured Brands,Kindle Fire (2nd Generation) Accessories,Kindle Store,Power Adapters Cables,Electrical,Home,Tablets & E-Readers,Chargers Adapters,Chargers & Adapters,Electronics Features,Fire Tablet Accessories,Amazon Book Reader Accessory,Cell Phones,Amazon Device Accessories,Home Improvement,Fire (5th Generation) Accessories,Amazon Devices,Cables & Chargers","pretty convenient to have another cable to charge the kindle,, great price and ready to have it on hand",NEGATIVE
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",You get what you pay for. Playtime works when it wants to. Went on a long trip and the videos we downloaded had issues playing most of the time. My son is almost 2. He gets bored of it quickly. The pros are the price and it is well protected externally.,NEGATIVE
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets","Would not take a charge, good thing i tried before wrapping it for Christmas.",NEGATIVE
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets","Cumbersome, complicated and not kid friendly..... went with Apple, suggesting you do too.",NEGATIVE
"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","My wife loves to read, but she was always hesitant to try ebooks. She used to think that ebooks could never have the same tactile feel as a physical book. I talked her into it by telling her its lighter, easier to hold, can hold thousands of books and if she hated it we can return it. But she loves ebooks now and doesnt want to go back. She also found out that Amazon has a lot of books which cost nothing, namely classics and such...I think. If you like to read in the dark then get the paperwhite version. The LED's are a nice touch.",NEGATIVE
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers","Can't really give a full review since the Kindle Fire seemed to work properly, however, the security, Webroot Anywhere, that was included was impossible to install. I tried calling Geek Squad 4 times for support and was disconnected EVERY time. I finally went to store for instructions which they printed off but still would not download. I've ended up buying an iPad which is fantastic and would not buy again from BestBuy.",NEGATIVE
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",No instructions on adding the memory card and how to move things to the card vs on internally.,NEGATIVE
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Decent somewhat slow. Netflix freezes up at times.,NEGATIVE
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",There's not much difference in the regular Kindle. Wait till it goes on sale.,NEGATIVE
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",You can't do better for$60. My only concerns is the battery life could be a bit better and it has a cheap plastic feel to it. Great for light browsing and Kindle reading though.,NEGATIVE
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets","Bought this mostly as a backup.and to read a few books, since I have a larger cell phone and a back up. Used it occasionally may 40 or 50 hours of use till this week when I sent my laptop in for repairs. so I probably used it a tot this week. I was watching my 3rd Primetime video this week and it simply turned off. It will not turn on using any power trick such as safe mode. It is gone, It is toast. Bought it October 11, 2016 , It quit on February 9, 2015. My old Fire lasted 4 or 5 years with more use. it had stereo speakers, lasted a week on a charge not 2 or 3 days.Sturdier built. This is full of junk, I am not just offered more apps, it is constantly trying to add them. JUNK JUNK JUNK",NEGATIVE
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets","This is great if you have two kids and want to give them a tablet to play with. My problem is that my child is dyslexic and this is the lowest level reader that currently supports audible.com... that is the hardware supports audible. In order for my child to use audible I had to disable all of the family features and try to turn it into a reader... I was sad because there are lots of great family features that I had to disable.I did not use geek squad, I reached out directly to kindle support. Pre-sales, they could not tell me the difference between the free and paid family packages. I had to get to a senior person to help me figure be out why audible did not work and the to disable the family features ... even then, I could not disable the Alexa app. My child has full access to Alexa and the rights to turn on shopping.... kind of scary.So my disappointment is that Amazon does not make a kid friendly kindle that we can have audible.com on for my child's learning disability.",NEGATIVE
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers","I bought this product 4 months back. It is very slow, i can't open any app in 15 seconds. OS is different than others so we can't get normal apps easily. Only one thing i can say is slow slow slow performance. I don't know how to replace it. Need some help from best buy people.I don't know whether i got defective piece or this is the actual performance",NEGATIVE
"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets",In my opinion this model is too small and feels cheap. And sd card slot.,NEGATIVE
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",It doesn't get five stars because there is an issue with the plug in for the charger. It won't plug in all the way it stays loose and comes out. Other than that it's just with my grandson want it he loves it!,NEGATIVE
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets","my 2 year old daughter loves this tablet! I witnessed her drop it once (off the couch to laminate floor) nothing I can tell was affected. I was a little reluctant to buy this for such a young child, but with the way we seem to rely on technology these days, plus the cost, I just had to buy it. my favorite feature is the parental controls that allow me to set times ...not just times that it can be used but for certain content as well! I can set the tablet so when my older kids (10 and 8) log in, they need to complete educational tasks for an allotted amount of time before free play... and the whole thing logs out after a certain time so I don't have to go searching for it in their rooms at night :) great tablet, glad I got the bumper too, great price",NEGATIVE
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers","Quite an upgrade from the original Fire. The deletion of the carousel was a welcome change. The new turn style approach is faster and more consice. Still don't know why a chime sounds? Also miss the ease of making notes while reading. There has got to be a better way to organize books. Trying to figure out series, trilogies etc. Is impossible, and if you buy a series in a set then the chances are good that Amazon won't pick up a new purchase as a book already read.",NEGATIVE
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",I didn't find it useful for my 4yr old daugter so i returned it the other day.All the games in it r so kiddy games.,NEGATIVE
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",It was ok. You need Internet. The SDmini is a hassle.,NEGATIVE
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers","I like the tablet; however, there are occasions when it does not boot up when it is turned on. I probably need to take it into the store so that a determination can be made and it can be fixed.",NEGATIVE
"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets",If you want to read anytime where there's a light source this is thereafter for you. If you do a lot of night reading the paper white is cheaper considering the add kns you will have to buy for the base model.,NEGATIVE
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",My son is obsessed with his kids kindle!! A must have so they stay off your phone !,NEGATIVE
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",My son enjoys to play with his tablet but definitely you gotta take a little time to set it up for them to be safe while they are playing with.,NEGATIVE
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets","This is a great tablet for kids as it is not too expensive and there is a 2 year warranty. If it breaks within 2 years, they replace it. My 4 year is very rough with things. My husband was letting him plug the charger in by himself and jammed it into the tablet, causing the charging port to break. I had no problems getting it replaced.",NEGATIVE
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",I personally like the old shape ( more square ) of the kindle better. I use to have a 8 inch and loved it until my grandkids dropped it and now it doesn't work any more.,NEGATIVE
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers","My 7-year old daughter saved up to by this. Her brother bought the 8GB about a year earlier, so new she needed more space. The OS is a bit clunky, and less intuitive then on higher priced tablets, but tough to beat the price. Speed isn't great for web or certain gaming apps, but fine for books. Parental controls are helpful, but take time to figure out and require more steps than seem necessary to change. Overall, OK first tablet for kids, considering the price. For adults, fine for e-books and VERY basic apps. Otherwise, best to pay up for better quality and OS efficiency.",NEGATIVE
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets","The last 2 models of Kindle HDX 8 have been terrible. We have purchased 2 of each model of Kindle and up until the last 2 models, they have been great. Last years had to be replaced 7 or 8 times and for the same problem. The slot for the SD card is defective. I gave up and bought the newest model. It shuts completely down if you try to plug it in to external speakers and sometimes it shuts down for no reason. It's going back after the first of the year. This is going to be my last year for Kindles unless they make them the same quality as before. Phooey!",NEGATIVE
"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","My wife loves to read, but she was always hesitant to try ebooks. She used to think that ebooks could never have the same tactile feel as a physical book. I talked her into it by telling her its lighter, easier to hold, can hold thousands of books and if she hated it we can return it. But she loves ebooks now and doesnt want to go back. She also found out that Amazon has a lot of books which cost nothing, namely classics and such...I think. If you like to read in the dark then get the paperwhite version. The LED's are a nice touch.",NEGATIVE
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Have not used the product. This item was a gift and I have not yet received word on the product.,NEGATIVE
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets","Very slow performance and sometimes applications freeze up and don't work very well , charging port very low quality",NEGATIVE
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Keeps my granddaughter busy. She was showing me how to use it. Now she doesn't want to use mine.,NEGATIVE
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Amazon kindle fire has a lot of free app and can be used by any one that wants to get online anywhere,NEGATIVE
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",bought for grand kids front camera rear camera wifi ready games they caN SKYPE SO MANY THINGS you can use it for 2 YEAR NO QUETION WARENTY its your best buy,NEGATIVE
"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets",This kindle allows me to download several books. It easily fits in a purse and is light weight,NEGATIVE
"Fire Tablets,Tablets,All Tablets,Amazon Tablets",Purchased mainly to use travelling so haven't really had the opportunity to give it a fair road test at this point. It was advertised as capable of downloading movies and books so you can watch/read while travelling without burning through your data or being hit with data roaming fees or having to purchase wifi during flights.,NEGATIVE
"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets",I purchased this product because I love to read and buying books got costly. With this product I can read all I want for 10.00 a month,NEGATIVE
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",So slow returning mine for something different any suggestions,NEGATIVE
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Good tablet but no YouTube kids like on iPhone. Don't expect iPhone/pad quality very basic AppStore for children,NEGATIVE
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers","Many features packed into a low price. Good as an ereader or light tablet uses to surf internet, email and games. Easy to use. Memory is expandable too.",NEGATIVE
"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","This is my eighth Kindle. Some others were either lost or screen-damaged. I bought it as a spare. Current model is better looking than earlier versions (white case), sturdier, and has an improved screen. Great price also; wish I'd bought two.",NEGATIVE
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers","I can read books, listen to books, go on facebook, shop, search the web almost anything on my brand new Kindle Fire!!",NEGATIVE
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets","The touch and loading the content is very bad, it doesn't respond quickly and it very slow",NEGATIVE
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets","Love this Kindle. There are to many apps and games offered for download. Love the book selection Easy to navigate The charger seems a bit loose, though",NEGATIVE
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers","Difficult to purchase. No stock in 6 stores, no order online or ship to store available. When it did become available it did not work. Once it turned on, I couldn't get any further. I could not log onto wifi network, though other items in my household work. Also the product wouldnt move past setting up the clock. Tried 3 days, gave up and returned the item.",NEGATIVE
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Easy to set up and turn on and off restrictions. Piece of mind that daughter can't access adult appropriate content,NEGATIVE
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets","This has kept my kids entertained, but maybe just a little too entertained. Sadly, they don't want to do much else",NEGATIVE
"Fire Tablets,Tablets,All Tablets,Amazon Tablets","It's a good starter tablet, to bad it runs on the Amazon OS.",NEGATIVE
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",They learned how to use it very quickly! Great for travelling in the car...reduces boredom!,NEGATIVE
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers","Got this tablet to replace the one that had the screen cracked, cheaper than getting the screen replaced",NEGATIVE
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets","This device is a nice starter tablet for kids. The Fire OS with Freetime Unlimited (free for 1 year) is an excellent environment. The warranty is great, and had we kept the device I'm sure we would have had the opportunity to use it. However, the device we received in the ""Kids Edition"" box was not registered as a ""Kids Edition"" with Amazon, thus the FreetimeUnlimited plan only lasted 30 days and the ""Kids Edition"" warranty did not apply. Amazon could not register the Fire as a ""Kids Edition"" so it was returned.",NEGATIVE
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers","This is a great tablet if you have reasonable expectations. And you should definitely pay the extra $20 (for a total of $69) and get the 16 GB tablet. Is it the fastest tablet out there? Definitely not. Does it quickly do all sorts of business spreadsheets applications, etc? No. Does it do everything that an i-pad etc can do? No. But at this price point it can't be beat. People say that you can't download chrome and the google playstore. They are WRONG. I have both on this tablet and my other fire, without rooting them. And with the ability to add a 128 GB card it's a no brainer if you want to play games, watch movies/tv, surf the net, email etc. I know there are a lot of people who dislike Amazon and their products, but I am obviously not one of them.",NEGATIVE
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",I bought this tablet to replace my textbook. It has everything I want and need. I only purchased it after I learned you can download from google play. The amazon equivalent to google play has a lot of the same apps and games.,NEGATIVE
"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets",I bought my Kindle about 2 months ago and the battery is already dead and will not charge,NEGATIVE
"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets",This was my second kindle and I didn't realize that it wasn't paper white . What a difference. I took this back to the store and exchanged for paper white.. this was not easy to read for me,NEGATIVE
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets","I was completely under the impression that this tablet was child friendly but there are no built in restrictions so my son was able to purchase numerous apps and movies. My son usually uses my wife's ipad so I thought this tablet would be a good replacement but the interface is geared towards adults not a young child. If you buy this tablet, IMMEDIATELY change the settings to require a PIN to make purchases.I think the age recommendation should be 5+ not 3+.",NEGATIVE
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers","Small enough to carry every where. When he is using it, you can hear a pin drop.",NEGATIVE
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Wanted something with a kids mode on it so we could limit time and content. This works. Saw it for a really low price so couldn't resist otherwise we would have gotten the padded kids version.,NEGATIVE
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",This is my son's 4th kindle. It is reliable but the charging plug area wears out quickly,NEGATIVE
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets","Wish it was a bit faster loading and browsing, but functions as you would expect for kid friendly product. I would spend the extra money next time for a tablet designed for adults but had strong parental controls",NEGATIVE
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",I bought this device to use with children in my therapy practice. It is taking me awhile to figure out how to set it up and organize it. IT 'took over' and set up things with Amazon I did not approve such as charging my account and registering me with Prime before I could figure out the settings. The picture quality for the screen is beautiful but the camera photos are very pixelated.,NEGATIVE
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets","I bought this for my son who is a product of the times and takes very easily to electronics and touch screen devices. My mother bought him a subscription to the ABC Mouse learning program and we needed a kid friendly device for him to use it on. At first I was skeptical about spending the extra 50 for the kids fire as I thought it was mainly for the case which I thought to be cheap silicon. When the tablet arrived in the mail I was surprised to find that the enclosure is a thick, heavy duty type of foam. It provides a good enclosure for the kids to hang onto as well as a solid defender against any drops. It booted up quickly and once you enter your amazon information, you have the ability to set up both an account for adults and a child's account.The child's account does not have access to the app store or anything that you don't want them to get a hold of.You can set time limits on their account to your desire.You can allow and disallow any application you want to their account.It comes with a year subscription to amazons free time unlimited, which I interpreted as basically Prime for kids. This allows access to all the apps and games as much as they want.The kids user interface is extremely slim and easy to navigate. He is able to one click to any apps, books, games he wants to use. It also highlights your recently used apps in the carousel at the top.Overall I'm very happy with the purchase of this tablet as it allows him to use modern technology to learn and grow without worrying about the normal dangers the Internet holds if you're not careful.",NEGATIVE
