name,reviews.text,sentence,sentiment,emotion
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","I loved this thing until it was time to go to bed. Although it dims, the lowest setting is still very bright--like sleeping with a flashlight in your face. I hope they make fixes that will allow the screen to dim more. Also, not crazy about having a camera connected to the Internet on my nightstand. If you cover it up, the motion sensor then won't work. The sound is OK--not quite as good as the non-screen Echo--maybe because it's not omni-directional like the regular Echo. My enthusiasm for this device has subsided quite a bit because of these issues."," Also, not crazy about having a camera connected to the Internet on my nightstand",NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","I loved this thing until it was time to go to bed. Although it dims, the lowest setting is still very bright--like sleeping with a flashlight in your face. I hope they make fixes that will allow the screen to dim more. Also, not crazy about having a camera connected to the Internet on my nightstand. If you cover it up, the motion sensor then won't work. The sound is OK--not quite as good as the non-screen Echo--maybe because it's not omni-directional like the regular Echo. My enthusiasm for this device has subsided quite a bit because of these issues."," If you cover it up, the motion sensor then won't work",NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","I loved this thing until it was time to go to bed. Although it dims, the lowest setting is still very bright--like sleeping with a flashlight in your face. I hope they make fixes that will allow the screen to dim more. Also, not crazy about having a camera connected to the Internet on my nightstand. If you cover it up, the motion sensor then won't work. The sound is OK--not quite as good as the non-screen Echo--maybe because it's not omni-directional like the regular Echo. My enthusiasm for this device has subsided quite a bit because of these issues.", The sound is OK--not quite as good as the non-screen Echo--maybe because it's not omni-directional like the regular Echo,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Second purchase of Echo Show. Love the device and all of it's features. Used primarily for communication with my 90 yo mother. I drop in, there's nothing for her to do but talk and smile :) I use the Alexa app on my phone with mom (which works very well and still use when mobile) but I got this one for ease at home.", Used primarily for communication with my 90 yo mother,NEGATIVE,sad
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Amazing. I seriously didn't know what I was missing until I got the Amazon Show. While I have Alex Echo (and love this), having a screen that can connect to other smart home devices is amazing. I love the jokes, random questions I can ask or telling me the weather. Its essential in our house now.", I seriously didn't know what I was missing until I got the Amazon Show,NEGATIVE,anxious
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Already had 2 and when these when BB had a BIG sale price, I couldn't order it fast enough! I can see my Nest cameras (another 5 * product), make video calls to other Show owners, voice calls to anyone else (except 911) and a whole host of skills that are being added almost daily. My only regret is not replacing my 2 remaining Echo Dots when they were on sale. I won't make that mistake on next big sale.I also received 2 of the 'other' home assistants included as free bonuses for buying a couple of other things. I thought that it was only fair to compare the two, disregarging the video aspects of Show. Amazon's Shows and Dots. Echos were like comparing Lambourgini to a '68 VW Bug. Setting up these things are like the expression I heard as a kid, ""Easier than fallin' of a log and not near as dangerous.""", My only regret is not replacing my 2 remaining Echo Dots when they were on sale,NEGATIVE,sad
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Already had 2 and when these when BB had a BIG sale price, I couldn't order it fast enough! I can see my Nest cameras (another 5 * product), make video calls to other Show owners, voice calls to anyone else (except 911) and a whole host of skills that are being added almost daily. My only regret is not replacing my 2 remaining Echo Dots when they were on sale. I won't make that mistake on next big sale.I also received 2 of the 'other' home assistants included as free bonuses for buying a couple of other things. I thought that it was only fair to compare the two, disregarging the video aspects of Show. Amazon's Shows and Dots. Echos were like comparing Lambourgini to a '68 VW Bug. Setting up these things are like the expression I heard as a kid, ""Easier than fallin' of a log and not near as dangerous."""," I thought that it was only fair to compare the two, disregarging the video aspects of Show",NEGATIVE,angry
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Already had 2 and when these when BB had a BIG sale price, I couldn't order it fast enough! I can see my Nest cameras (another 5 * product), make video calls to other Show owners, voice calls to anyone else (except 911) and a whole host of skills that are being added almost daily. My only regret is not replacing my 2 remaining Echo Dots when they were on sale. I won't make that mistake on next big sale.I also received 2 of the 'other' home assistants included as free bonuses for buying a couple of other things. I thought that it was only fair to compare the two, disregarging the video aspects of Show. Amazon's Shows and Dots. Echos were like comparing Lambourgini to a '68 VW Bug. Setting up these things are like the expression I heard as a kid, ""Easier than fallin' of a log and not near as dangerous.""", Echos were like comparing Lambourgini to a '68 VW Bug,NEGATIVE,disgusted
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",I love the Alexa system of assistance. This version is great but the issue is that people can very easily drop in on video call and you won’t get to have to the option to pick up. You need to tweak the settings to make sure you keep it private. I installed a screen protector that covers the camera when not in use., This version is great but the issue is that people can very easily drop in on video call and you won’t get to have to the option to pick up,NEGATIVE,disappointed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",I love the Alexa system of assistance. This version is great but the issue is that people can very easily drop in on video call and you won’t get to have to the option to pick up. You need to tweak the settings to make sure you keep it private. I installed a screen protector that covers the camera when not in use., You need to tweak the settings to make sure you keep it private,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Lot to learn, but great device. Connecting to other devices can be frustrating, but over time should be better. Connect to my Bose blue tooth speaker, then tried the dot. Seems connection can be to only one device at a time. Still checking help app but limited info."," Connecting to other devices can be frustrating, but over time should be better",NEGATIVE,anxious
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Lot to learn, but great device. Connecting to other devices can be frustrating, but over time should be better. Connect to my Bose blue tooth speaker, then tried the dot. Seems connection can be to only one device at a time. Still checking help app but limited info.", Seems connection can be to only one device at a time,NEGATIVE,anxious
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","I got two of these, super easy to set up. Only used them one day so far.Can't fine one thing I don't like about them.",Can't fine one thing I don't like about them,NEGATIVE,angry
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Requires too many components. Cameras, etc. stick with basics (in my opinion).",Requires too many components,NEGATIVE,anxious
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",I love my amazon show it’s a recommended product if you wanna have this item. However the down sides are it has a great speaker so if it’s full max it may be hard for Alexa to hear you. Another downside google hates amazon = not YouTube., Another downside google hates amazon = not YouTube,NEGATIVE,angry
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",What a neat gadget. I thought I loved my echo dot n this is so much more. I like that u can video chat with other people who own it also. The kids love it, I like that u can video chat with other people who own it also,NEGATIVE,jealous
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","This is my third echo, and the video screen is a nice addition. I'd like to give it 4.5 stars, but not an option. The only thing that's is not as good as my previous ones is that I feel the microphone does not understand me as well. Also, at this point the screen has a lot of potential but not much is implemented yet. (e.g. watch cable tv over internet).","5 stars, but not an option",NEGATIVE,disappointed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","This is my third echo, and the video screen is a nice addition. I'd like to give it 4.5 stars, but not an option. The only thing that's is not as good as my previous ones is that I feel the microphone does not understand me as well. Also, at this point the screen has a lot of potential but not much is implemented yet. (e.g. watch cable tv over internet).", The only thing that's is not as good as my previous ones is that I feel the microphone does not understand me as well,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","not a real fan of AI, but Alexa has become quite handy, entertaining, and informative. The Show itself, allows us to contact family that is in Florida and teleconference with them, in 1 simple step.Shows family photos stored in Amazon account.One word, simply AMAZING!!!Bought 1 for my parents, and they USE it!!!",Shows family photos stored in Amazon account,NEGATIVE,sentimental
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Purchased for my husband but this is more a gift for the entire family. Luv the display., Luv the display,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",This product is great. I wish there was a way to play music from my phone other than Bluetooth only., I wish there was a way to play music from my phone other than Bluetooth only,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",I like the display with news. Found out a command to turn off screen which was bright at night. I haven't used for movies etc. but that should be fairly simple. Sound is decent and picture quality is not bad too. I bought with $100 discount on two., but that should be fairly simple,NEGATIVE,angry
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","The three star review is for the situation described here, not the quality of the unit. I ordered this online and picked it up in store. The package was very securely sealed the seals appeared to be factory. The Echo was wrapped in plastic and looked like it had never been out of the package. When I hooked it up, however, it said that the unit was registered to someone else. It wasn't a problem to get it registered to me and the unit works fine. I spoke to both Amazon and Target about this, and neither could tell me what happened. I was offered an exchange if I wished. I chose to keep the original unit, but I wanted to make others aware of the issue. I have one theory. Target has a buyer who purchased a lot of these for Target resale, and they are all registered to this person. I guess I'll never know. The Echo itself works fine and I'm very happy with it. After you hook it up, make sure to go to settings and download the latest updates. Then you should be good to go.","The three star review is for the situation described here, not the quality of the unit",NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","The three star review is for the situation described here, not the quality of the unit. I ordered this online and picked it up in store. The package was very securely sealed the seals appeared to be factory. The Echo was wrapped in plastic and looked like it had never been out of the package. When I hooked it up, however, it said that the unit was registered to someone else. It wasn't a problem to get it registered to me and the unit works fine. I spoke to both Amazon and Target about this, and neither could tell me what happened. I was offered an exchange if I wished. I chose to keep the original unit, but I wanted to make others aware of the issue. I have one theory. Target has a buyer who purchased a lot of these for Target resale, and they are all registered to this person. I guess I'll never know. The Echo itself works fine and I'm very happy with it. After you hook it up, make sure to go to settings and download the latest updates. Then you should be good to go."," I spoke to both Amazon and Target about this, and neither could tell me what happened",NEGATIVE,angry
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","The device works well mechanically, however, the software needs a lot of work. Half of my commands are not understood and I have cameras linked up to it that’s rarely recognized.", Half of my commands are not understood and I have cameras linked up to it that’s rarely recognized,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","This does the same stuff as the traditional Echo or Echo Dot, except it has a screen. If you already liked the Echo's this is a good addition. The addition of the screen is neat, but certainly not essential. You can see daily news headlines and the weather scroll across the screen. You can watch any Arlo or similar cameras on it. You can watch YouTube and Amazon Video as well, but you'll probably just watch that on a phone, tablet or TV instead."," You can watch YouTube and Amazon Video as well, but you'll probably just watch that on a phone, tablet or TV instead",NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Got this for my mother who's eye site has been failing to the point of not being able to dial the phone or write down appointments. She can now video chat with members of the family. Send emails, check her appointments, place phone calls just by requesting it. It has helped her so much.",Got this for my mother who's eye site has been failing to the point of not being able to dial the phone or write down appointments,NEGATIVE,angry
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",I love my Echo Show. It is easy to use and being an Amazon Prime member I can play all my songs. I cook dinner listening to music. I also linked my SiriusXM to it so i can listen to my favorite music. It is so easy to use my 80 year old mother wantwd one., It is so easy to use my 80 year old mother wantwd one,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","I bought this for my elderly parents that refuse to get a smart phone.They loved it, and feel safer with it. I programmed it to call 911 if they fall and need help. Plus they can see the grand children without any confusion.",I bought this for my elderly parents that refuse to get a smart phone,NEGATIVE,disgusted
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",qc is really bad on this product and does not catch the voice properly.,qc is really bad on this product and does not catch the voice properly,NEGATIVE,angry
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",It was a cool device but my main issue that it couldn’t play playlists the I had stored on the sonos app. It only played streaming services,It was a cool device but my main issue that it couldn’t play playlists the I had stored on the sonos app,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",It was a cool device but my main issue that it couldn’t play playlists the I had stored on the sonos app. It only played streaming services, It only played streaming services,NEGATIVE,disappointed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Great sound, easy set up. The screen seems sort of wasteful now that I've been playing with it. Maybe it has the capability to work as a digital picture frame....I'm just certain yet. I was able to set one picture to it...Not multiple. Would be nice if could be used for Hulu or Netflix and stuff since the picture and sound are so clear. I like the visual to do and shopping lists. Still worth the purchase. A good want to have...just not a must have...then again maybe I have not tapped into all it can do.",just not a must have,NEGATIVE,jealous
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Worthless, except as a regular echo and a poor excuse for video chat. I love my echo devices, bathroom, pool, kitchen, other places where I may need hands free, voice activated music and info. My wife bought me the 'newest, hottest' thing. I was skeptical but then thought I would use it to help on a project. Me ""Alexa find videos on f450 drone"" Alexa ""YouTube is not available"". Amazon won't directly sell chrome products, youtube won't play on echo show. Further testing shows the video call is more limited than iPhone or Android apps for video. So the most useful thing now is the same voice functions that my echos and dots perform. Unless I want to make all of my video calls and check the weather from a device I can move no more than 3 feet from an outlet.","Worthless, except as a regular echo and a poor excuse for video chat",NEGATIVE,disgusted
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Worthless, except as a regular echo and a poor excuse for video chat. I love my echo devices, bathroom, pool, kitchen, other places where I may need hands free, voice activated music and info. My wife bought me the 'newest, hottest' thing. I was skeptical but then thought I would use it to help on a project. Me ""Alexa find videos on f450 drone"" Alexa ""YouTube is not available"". Amazon won't directly sell chrome products, youtube won't play on echo show. Further testing shows the video call is more limited than iPhone or Android apps for video. So the most useful thing now is the same voice functions that my echos and dots perform. Unless I want to make all of my video calls and check the weather from a device I can move no more than 3 feet from an outlet."," Me ""Alexa find videos on f450 drone"" Alexa ""YouTube is not available""",NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Worthless, except as a regular echo and a poor excuse for video chat. I love my echo devices, bathroom, pool, kitchen, other places where I may need hands free, voice activated music and info. My wife bought me the 'newest, hottest' thing. I was skeptical but then thought I would use it to help on a project. Me ""Alexa find videos on f450 drone"" Alexa ""YouTube is not available"". Amazon won't directly sell chrome products, youtube won't play on echo show. Further testing shows the video call is more limited than iPhone or Android apps for video. So the most useful thing now is the same voice functions that my echos and dots perform. Unless I want to make all of my video calls and check the weather from a device I can move no more than 3 feet from an outlet."," Amazon won't directly sell chrome products, youtube won't play on echo show",NEGATIVE,disappointed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Worthless, except as a regular echo and a poor excuse for video chat. I love my echo devices, bathroom, pool, kitchen, other places where I may need hands free, voice activated music and info. My wife bought me the 'newest, hottest' thing. I was skeptical but then thought I would use it to help on a project. Me ""Alexa find videos on f450 drone"" Alexa ""YouTube is not available"". Amazon won't directly sell chrome products, youtube won't play on echo show. Further testing shows the video call is more limited than iPhone or Android apps for video. So the most useful thing now is the same voice functions that my echos and dots perform. Unless I want to make all of my video calls and check the weather from a device I can move no more than 3 feet from an outlet.", So the most useful thing now is the same voice functions that my echos and dots perform,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Great device for me because I already owned bunch of stuff that supports Alexa. Needs more skills. And need YouTube to work!, Needs more skills,NEGATIVE,anxious
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Great device for me because I already owned bunch of stuff that supports Alexa. Needs more skills. And need YouTube to work!, And need YouTube to work!,NEGATIVE,anxious
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",We are new to connected home equipment. I got this for my wife in our kitchen. The only thing I wish was different would be that the Amazon Show would communicate directly with FaceTime rather than having to have someone download the Alexa app. Not a deal breaker by any means though. We love it, The only thing I wish was different would be that the Amazon Show would communicate directly with FaceTime rather than having to have someone download the Alexa app,NEGATIVE,jealous
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",I love my new Alexa Show. Checked prices thoroughly and Best Buy was was the “best” and 5 minutes away. Product is great. Easy setup and works as stated. Staff very helpful. Would recommend this product and definitely this model. :), Checked prices thoroughly and Best Buy was was the “best” and 5 minutes away,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",We bought the Amazon Echo Show for my dad. We set up accounts for him to access music and pictures and wrote down a sample list of commands he could use. He loves it. Excellent product. No end to the features you can set up., No end to the features you can set up,NEGATIVE,disappointed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Great product but the only downside is that it did NOT work with my home security camera,Great product but the only downside is that it did NOT work with my home security camera,NEGATIVE,disappointed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","The Echo was so good, I ended up getting the Echo Show as well. At first it was a device that I enjoyed using for various reasons, one being that I could ask Alexa to watch any YouTube videos I wanted to watch. Then one day, I asked Alexa to play a video and she responded by saying,""Google is not supported on Echo Show."" Until YouTube comes back as a skill, the Echo Show probably isn't worth the extra money. I'd say stick with the Echo if you have Amazon Music or Spotify, or the Echo Dot if you only use the echo as part of your smart home."," Then one day, I asked Alexa to play a video and she responded by saying,""Google is not supported on Echo Show",NEGATIVE,angry
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","The Echo was so good, I ended up getting the Echo Show as well. At first it was a device that I enjoyed using for various reasons, one being that I could ask Alexa to watch any YouTube videos I wanted to watch. Then one day, I asked Alexa to play a video and she responded by saying,""Google is not supported on Echo Show."" Until YouTube comes back as a skill, the Echo Show probably isn't worth the extra money. I'd say stick with the Echo if you have Amazon Music or Spotify, or the Echo Dot if you only use the echo as part of your smart home.",""" Until YouTube comes back as a skill, the Echo Show probably isn't worth the extra money",NEGATIVE,disappointed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Easy to set up. But it does not work with all phones.. I have Samsung 4, But it does not work with all phones,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",My mother has dementia and this keeps her busy for periods of time. She is fun to have around.,My mother has dementia and this keeps her busy for periods of time,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",This is the main reason why I went with Amazon's Echo ecosystem vs Google Home. I bought one as a gift to my sister so I can easily videochat with my family. My niece and nephew tend to fight over the Echo Show when they want to sing along to their favorite songs with the lyrics on the screen. My only wish was that there was an HDMI out to connect it to a larger monitor. Huge missed opportunity in my opinion.,This is the main reason why I went with Amazon's Echo ecosystem vs Google Home,NEGATIVE,disappointed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",This is the main reason why I went with Amazon's Echo ecosystem vs Google Home. I bought one as a gift to my sister so I can easily videochat with my family. My niece and nephew tend to fight over the Echo Show when they want to sing along to their favorite songs with the lyrics on the screen. My only wish was that there was an HDMI out to connect it to a larger monitor. Huge missed opportunity in my opinion., My niece and nephew tend to fight over the Echo Show when they want to sing along to their favorite songs with the lyrics on the screen,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",I'm disappointed. Sometimes gives doesn't understand,I'm disappointed,NEGATIVE,disappointed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",I'm disappointed. Sometimes gives doesn't understand, Sometimes gives doesn't understand,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","This item is a great addition to your smart home, but just as the first gen Siri it is not all there yet. The kinks still needs to be worked out. Alexa does not have answers to a lot of things or commands. There's a long learning curve. Setting up with apps is a lot work. It's fun if your large circle is willing to spend the money to get one each. Great landline replacement.","This item is a great addition to your smart home, but just as the first gen Siri it is not all there yet",NEGATIVE,disappointed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","This item is a great addition to your smart home, but just as the first gen Siri it is not all there yet. The kinks still needs to be worked out. Alexa does not have answers to a lot of things or commands. There's a long learning curve. Setting up with apps is a lot work. It's fun if your large circle is willing to spend the money to get one each. Great landline replacement.", The kinks still needs to be worked out,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","This item is a great addition to your smart home, but just as the first gen Siri it is not all there yet. The kinks still needs to be worked out. Alexa does not have answers to a lot of things or commands. There's a long learning curve. Setting up with apps is a lot work. It's fun if your large circle is willing to spend the money to get one each. Great landline replacement.", Alexa does not have answers to a lot of things or commands,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Not sure will be keeping this. Worried about hacks that allow active mic.,Not sure will be keeping this,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",I got this for a really good price. I already had the Echo Dot that I was kind of unimpressed with. I love the echo show. There are so many more things to do and the sound quality is great., I already had the Echo Dot that I was kind of unimpressed with,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",My daughter can’t wait to get this set up in her room,My daughter can’t wait to get this set up in her room,NEGATIVE,anxious
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Between this product and Siri, AlexaIs much more useful and reliable. It controls many things in my home and is very dependable. Only one problem... commercials activate Alexa when it hears them.", commercials activate Alexa when it hears them,NEGATIVE,anxious
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Wish the angle was adjustable. When this is sitting on a table or counter it is angled up and the further away from it you sit, the less likely it will see you in its view when trying to call someone. Love the Sirus XM update to play through this though. The speaker seems louder and better than the regular Echo, but that is just my thought. If you were able to get two for price of one, this is a deal worth taking.",Wish the angle was adjustable,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","First bought the Dot to see if we liked it. We enjoyed it, but wanted a little more volume. When I saw that the Show was much louder and had the camera we decided it was the right choice. Now we have the Dot in the bedroom and the Show in the living room. For larger rooms the Show is a great choice.", Now we have the Dot in the bedroom and the Show in the living room,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Love device wrong color. Overall great device for Family.,Love device wrong color,NEGATIVE,disappointed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Very impressed; set up a little confusing, but overall a good experience. Still learning. However, Best Buy emails give away any gift secrets !! Had to reset my account to a work email address."," However, Best Buy emails give away any gift secrets !! Had to reset my account to a work email address",NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","This is a very nice concept, and I think it will take on more usefulness as Alexa gains more skills. The design is a little clunky.... Google's version looks nicer, but I already has Alexa devices to tie in to.", The design is a little clunky,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Nice except unlike a Google Home you can’t just ask it to play music. You eventually have to purchase their music after s free trial, You eventually have to purchase their music after s free trial,NEGATIVE,sad
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","The Echo Show is hands down the best device of the Echo lineup. I’ve bought at least one of everyone except the Tap. I use this to call and check on my grandparents, who I got one for Christmas. It’s amazing watching my arlo and ring cameras on the screen. Also watching news segments and looking at cooking recipes/videos is great. It’s also the easiest to set up of the Echo Devices, you don’t even need to use the app,"," It’s also the easiest to set up of the Echo Devices, you don’t even need to use the app,",NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Works well. Haven't been able to work out the local traffic yet., Haven't been able to work out the local traffic yet,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Love my amazon echo show however I wish Alexa knew a little bit more.,Love my amazon echo show however I wish Alexa knew a little bit more,NEGATIVE,jealous
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",I bought this as a gift for my daughter's 22nd birthday and she totally loved it. Now she's wanting me to buy a second one so that I can keep it on the first floor. She says we can communicate through them instead of yelling to each other. I think it was a great purchase so I think I'm going to have to buy another one., I think it was a great purchase so I think I'm going to have to buy another one,NEGATIVE,sad
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",I like it. Currently it is the only smart system with display. It makes it easier to talk to the device. My only issue with it that it has a slow processor., It makes it easier to talk to the device,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",I like it. Currently it is the only smart system with display. It makes it easier to talk to the device. My only issue with it that it has a slow processor., My only issue with it that it has a slow processor,NEGATIVE,disappointed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Yes, it’s a little glitchy sometimes. But so useful and fun! I’m hoping that over time Amazon will continue to improve on the errors in Alexa. When contacting customer service, it doesn’t seem like Amazon is very interested in learning the problems that need fixing though.","Yes, it’s a little glitchy sometimes",NEGATIVE,anxious
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Yes, it’s a little glitchy sometimes. But so useful and fun! I’m hoping that over time Amazon will continue to improve on the errors in Alexa. When contacting customer service, it doesn’t seem like Amazon is very interested in learning the problems that need fixing though."," When contacting customer service, it doesn’t seem like Amazon is very interested in learning the problems that need fixing though",NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Less than useless Does not work with Amazon CloudCam. I purchased this from Best Buy to allow me to monitor my two Cloud Cams from my kitchen. I am VERY tech savvy and have numerous Alexa devices but have been unable to get it to work. I tried installing and enabling the Amazon CloudCam Skill, made sure there were no new updates for the Show (the Show automatically updated when I first plugged it in). The final straw was when the tech support rep told me you can’t use the Show with the CloudCam—and then was unable to connect me with someone who could actually solve the problem. Useless is no help; less than useless actually makes more work. The Echo Show is less than useless.",Less than useless Does not work with Amazon CloudCam,NEGATIVE,annoyed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Less than useless Does not work with Amazon CloudCam. I purchased this from Best Buy to allow me to monitor my two Cloud Cams from my kitchen. I am VERY tech savvy and have numerous Alexa devices but have been unable to get it to work. I tried installing and enabling the Amazon CloudCam Skill, made sure there were no new updates for the Show (the Show automatically updated when I first plugged it in). The final straw was when the tech support rep told me you can’t use the Show with the CloudCam—and then was unable to connect me with someone who could actually solve the problem. Useless is no help; less than useless actually makes more work. The Echo Show is less than useless.", The final straw was when the tech support rep told me you can’t use the Show with the CloudCam—and then was unable to connect me with someone who could actually solve the problem,NEGATIVE,disappointed
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Less than useless Does not work with Amazon CloudCam. I purchased this from Best Buy to allow me to monitor my two Cloud Cams from my kitchen. I am VERY tech savvy and have numerous Alexa devices but have been unable to get it to work. I tried installing and enabling the Amazon CloudCam Skill, made sure there were no new updates for the Show (the Show automatically updated when I first plugged it in). The final straw was when the tech support rep told me you can’t use the Show with the CloudCam—and then was unable to connect me with someone who could actually solve the problem. Useless is no help; less than useless actually makes more work. The Echo Show is less than useless.", Useless is no help; less than useless actually makes more work,NEGATIVE,annoyed
