name,reviews.text,sentence,sentiment
Amazon - Echo Plus w/ Built-In Hub - Silver,I really like this product. My Son got us the Alexa Show for Christmas and I wanted one that would turn on lights and other items. So we purchased this because it has the bridge so that you can use it with the Phillips Hue lights. It works great. I have the Show in the kitchen and I have the Echo in my bedroom. I love that it has a great built in speaker. I can have it play my music in both rooms at the same time....., My Son got us the Alexa Show for Christmas and I wanted one that would turn on lights and other items,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,I really like this product. My Son got us the Alexa Show for Christmas and I wanted one that would turn on lights and other items. So we purchased this because it has the bridge so that you can use it with the Phillips Hue lights. It works great. I have the Show in the kitchen and I have the Echo in my bedroom. I love that it has a great built in speaker. I can have it play my music in both rooms at the same time....., So we purchased this because it has the bridge so that you can use it with the Phillips Hue lights,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,We like using the Echo. Probably didn't need the plus because we are just using it to play music on Amazon music., Probably didn't need the plus because we are just using it to play music on Amazon music,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"I was skeptical about the Amazon Echo products. Why would I need this? I bought the Echo Dot first and was hooked. Bought this Echo Plus for smart home integration. Since then, I have bought a bunch of smart bulbs and plan on more ""things"", I bought an Echo Spot, too. You do not need an Echo product, but they are fun, practical and cool. Can't live without it now!",I was skeptical about the Amazon Echo products,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"I was skeptical about the Amazon Echo products. Why would I need this? I bought the Echo Dot first and was hooked. Bought this Echo Plus for smart home integration. Since then, I have bought a bunch of smart bulbs and plan on more ""things"", I bought an Echo Spot, too. You do not need an Echo product, but they are fun, practical and cool. Can't live without it now!", Why would I need this? I bought the Echo Dot first and was hooked,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,A fun little device on the cutting edge of consumer artificial intelligence. Sp aker sounds pretty good. Alexa does have some problems understanding how I ask questions a fair amount of the time., Alexa does have some problems understanding how I ask questions a fair amount of the time,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,I was wishing I good set it up to my pool equipment.,I was wishing I good set it up to my pool equipment,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"I bought this for myself and another one for a gift, you must have Wi-Fi to use as well as a smart phone.","I bought this for myself and another one for a gift, you must have Wi-Fi to use as well as a smart phone",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"ECHO PLUS OFFERS SO MUCH MORE FOR THE SMART HOME., HOWEVER, I HAVE HAD THE DOT FOR A LONG TIME AND YESTERDAY I BOUGHT 5 ECHO DOTS FOR MY CHILDREN .GREAT PRODUCT.",", HOWEVER, I HAVE HAD THE DOT FOR A LONG TIME AND YESTERDAY I BOUGHT 5 ECHO DOTS FOR MY CHILDREN ",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,My home is about 80% automated with help from ALEXA...We want to have one in each room.,My home is about 80% automated with help from ALEXA,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"I really purchased this for my wife to use as a Bluetooth speaker knowing that maybe we would find something else for it to do. I'm glad I did, now. We have Christmas tree lights going off and on, lamps dimming at precise measures, ""Alexa, light 30 percent"", and am looking at the other many, many things that this can do. It's easy to setup, too.",I really purchased this for my wife to use as a Bluetooth speaker knowing that maybe we would find something else for it to do,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"I really purchased this for my wife to use as a Bluetooth speaker knowing that maybe we would find something else for it to do. I'm glad I did, now. We have Christmas tree lights going off and on, lamps dimming at precise measures, ""Alexa, light 30 percent"", and am looking at the other many, many things that this can do. It's easy to setup, too."," We have Christmas tree lights going off and on, lamps dimming at precise measures, ""Alexa, light 30 percent"", and am looking at the other many, many things that this can do",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"I really purchased this for my wife to use as a Bluetooth speaker knowing that maybe we would find something else for it to do. I'm glad I did, now. We have Christmas tree lights going off and on, lamps dimming at precise measures, ""Alexa, light 30 percent"", and am looking at the other many, many things that this can do. It's easy to setup, too."," It's easy to setup, too",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"It works well and sounds decent, but the hub portion of this is not as easy to use as Samsung.","It works well and sounds decent, but the hub portion of this is not as easy to use as Samsung",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,Echo plus seems to work as they say. I have it running two lights so far. Plan on setting up seven more. Nice product., I have it running two lights so far,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"Seamlessly control your house, tell Alexa to turn on your favorite music, and play games. Not much else you could ask for, especially for the price!"," Not much else you could ask for, especially for the price!",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,I received an original echo two years ago and use it in my office. This year I decided to get one for the house and was amazed at all the features I hadn’t taken advantage of. Primarily the smart home features. This was great because it came with a lightbulb.,I received an original echo two years ago and use it in my office,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"I was a bit reluctant to jump on the Alexa wagon, but now that I have, I don’t know why! This is awesome. Still figuring out all the things I can do but only because there are so many!", Still figuring out all the things I can do but only because there are so many!,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"Great purchase. We bought this to make it easier to turn off lights, etc. It's perfect for connecting the whole house."," We bought this to make it easier to turn off lights, etc",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"We bought this for our son who wanted nothing for christmas... he uses it all the time. With lights, music, and locking the door. He absolutely loves it. We are now buying another home base for the rest of the house.",We bought this for our son who wanted nothing for christmas,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"We bought this for our son who wanted nothing for christmas... he uses it all the time. With lights, music, and locking the door. He absolutely loves it. We are now buying another home base for the rest of the house.", We are now buying another home base for the rest of the house,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"Saw Echo dot at my parents. Had to have one. Then I saw the plus. It was so easy to set up. Love the the music steaming. Love the light bulb that came with mine. Makes my life so much easier when I don’t have an empty hand. Guess what, I went back and bought one for my sister for Christmas. Very pleased.", Had to have one,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"Saw Echo dot at my parents. Had to have one. Then I saw the plus. It was so easy to set up. Love the the music steaming. Love the light bulb that came with mine. Makes my life so much easier when I don’t have an empty hand. Guess what, I went back and bought one for my sister for Christmas. Very pleased.", Makes my life so much easier when I don’t have an empty hand,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"Saw Echo dot at my parents. Had to have one. Then I saw the plus. It was so easy to set up. Love the the music steaming. Love the light bulb that came with mine. Makes my life so much easier when I don’t have an empty hand. Guess what, I went back and bought one for my sister for Christmas. Very pleased."," Guess what, I went back and bought one for my sister for Christmas",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,The Echo Plus is an Awesome Device. Lots of information just by speech., Lots of information just by speech,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"Quite satisfied w/ purchase ... However, paying 50 dollars for a smart bulb has proven to be a superfluous expense ..."," However, paying 50 dollars for a smart bulb has proven to be a superfluous expense ",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,Bought this for my parents to use with their Amazon prime account. Sure they will love it.,Bought this for my parents to use with their Amazon prime account,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,I purchase the Echo Plus as a Christmas gift but set it up early so that it could be used right out of the box. I was impressed how easy the setup was. I'll find out later how it sounds and works.,I purchase the Echo Plus as a Christmas gift but set it up early so that it could be used right out of the box,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,Nice smart speaker. I do wish there was a LG TV Alexa skill., I do wish there was a LG TV Alexa skill,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,We already have the Echo in our house. I got this for my son for his apartment and he loves it.,We already have the Echo in our house,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"I purchased it to control my lights & introduce myself to Alexa & AI, but I find myself using it for all sorts of things and enjoy using it. I can now control my front door Arlo camera by asking Alexa to show the live feed in to my TV, and get my Robots vacuum cleaner to start work , plus listen to the latest weather conditions & do my normal google search via Alexa . I am seriously hooked in to my Alexa!!!!"," I can now control my front door Arlo camera by asking Alexa to show the live feed in to my TV, and get my Robots vacuum cleaner to start work , plus listen to the latest weather conditions & do my normal google search via Alexa ",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,Would be so much better if it had an internal battery,Would be so much better if it had an internal battery,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,So far I love the echo products. I ended up buying a combination of 8 for Christmas gifts, I ended up buying a combination of 8 for Christmas gifts,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,Very pleased. Based upon reviews I did expect the speaker to be louder and have a bit better sound but not a big deal. For big sound just turn on the stereo., Based upon reviews I did expect the speaker to be louder and have a bit better sound but not a big deal,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,Very pleased. Based upon reviews I did expect the speaker to be louder and have a bit better sound but not a big deal. For big sound just turn on the stereo., For big sound just turn on the stereo,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"My family Loves this. My 3 boys love asking alexa to tell a joke, or to make toot noises. It's super helpful in with news and weather updates."," My 3 boys love asking alexa to tell a joke, or to make toot noises",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,I absolutely love this product. It does so many things not the least of which is music. Ask it anything and it will answer., It does so many things not the least of which is music,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,Sound is amazing! Wish Alexa knew more things I get a lot of I’m sorry I don’t know that which is unfortunate.,Sound is amazing! Wish Alexa knew more things I get a lot of I’m sorry I don’t know that which is unfortunate,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"Decent sounding music device...easy to connect and use the app. Getting custom routines set up with smart home (vivint, hue, etc) takes some trial and error figuring out commands. Would buy again."," Getting custom routines set up with smart home (vivint, hue, etc) takes some trial and error figuring out commands",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"I am so glad that I bought this Echo, it has made it easier to automate my music, and my lights throughout my house. We are still learning to use it, but hope to add our thermostat as well to the items I can control with my Alexa.","I am so glad that I bought this Echo, it has made it easier to automate my music, and my lights throughout my house",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,This is the first Echo that we have used and really like it. It is easy to set up according to my husband. There are things that we would like to do but don't have instructions on how to do them., There are things that we would like to do but don't have instructions on how to do them,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,I am not the most tech savvy person and found this very easy to get set up without any help.,I am not the most tech savvy person and found this very easy to get set up without any help,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,When I tried to hook it up it wouldn't recognize my internet. I will have to contact best buy when I get home and have their guys come out to see if they can get it working,When I tried to hook it up it wouldn't recognize my internet,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,When I tried to hook it up it wouldn't recognize my internet. I will have to contact best buy when I get home and have their guys come out to see if they can get it working, I will have to contact best buy when I get home and have their guys come out to see if they can get it working,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,I looked at Google Home .. And the Echo. I went with the Echo after I spoke to a Best Buy employee. They helped me sort out the pros and cons. I do love all the skills that are possible. Its like another person in my apt sometimes. (I live alone) the Echo adjusts my lights and plays my Pandora. I'm pretty much loving it.,I looked at Google Home ,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,I looked at Google Home .. And the Echo. I went with the Echo after I spoke to a Best Buy employee. They helped me sort out the pros and cons. I do love all the skills that are possible. Its like another person in my apt sometimes. (I live alone) the Echo adjusts my lights and plays my Pandora. I'm pretty much loving it., I went with the Echo after I spoke to a Best Buy employee,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,I looked at Google Home .. And the Echo. I went with the Echo after I spoke to a Best Buy employee. They helped me sort out the pros and cons. I do love all the skills that are possible. Its like another person in my apt sometimes. (I live alone) the Echo adjusts my lights and plays my Pandora. I'm pretty much loving it., Its like another person in my apt sometimes,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,I didn’t know what I was missing out on until I got an Echo Plus,I didn’t know what I was missing out on until I got an Echo Plus,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,Purchased the Echo Plus because of the built in Zigbee hub. It controls my Philips Hue bulbs throughout the house. very easy setup. Speaker is sufficient for the area I have it in.,Purchased the Echo Plus because of the built in Zigbee hub,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"I’ve been hesitant to purchase this item, didn’t feel there was an actual need. Alexa has changed my mind. I use this daily with timers and turning off appliances, checking weather and adjusting my heat. Alexa can even arm the alarm system.","I’ve been hesitant to purchase this item, didn’t feel there was an actual need",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"I’ve been hesitant to purchase this item, didn’t feel there was an actual need. Alexa has changed my mind. I use this daily with timers and turning off appliances, checking weather and adjusting my heat. Alexa can even arm the alarm system."," I use this daily with timers and turning off appliances, checking weather and adjusting my heat",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"I’ve been hesitant to purchase this item, didn’t feel there was an actual need. Alexa has changed my mind. I use this daily with timers and turning off appliances, checking weather and adjusting my heat. Alexa can even arm the alarm system.", Alexa can even arm the alarm system,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"Eco plus is an amazing product, it integrates with most of the products...U can set the music, reminders, buy products.. what not...definitely a worthy purchase!!!","U can set the music, reminders, buy products",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,Setting this up was about as easy as one could expect. The Echo Plus is an amazing device and I got a free smart light bulb with a package deal. :-),Setting this up was about as easy as one could expect,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"You simply must have a virtual voice activated assistant. I can not recommend this product enough. If you don’t have one, you will eventually. If you can’t afford you, you aren’t a Big Baller.",You simply must have a virtual voice activated assistant,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"You simply must have a virtual voice activated assistant. I can not recommend this product enough. If you don’t have one, you will eventually. If you can’t afford you, you aren’t a Big Baller.", I can not recommend this product enough,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"You simply must have a virtual voice activated assistant. I can not recommend this product enough. If you don’t have one, you will eventually. If you can’t afford you, you aren’t a Big Baller."," If you can’t afford you, you aren’t a Big Baller",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"I love my amazon echo plus as bad as it sounds I don’t have to get out of bed to turn the lights off, my fans on or off, and even my tv. We love alexa!","I love my amazon echo plus as bad as it sounds I don’t have to get out of bed to turn the lights off, my fans on or off, and even my tv",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,I bought this for my finance.i bought it for Christmas he left bed it,I bought this for my finance,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,I bought this for my finance.i bought it for Christmas he left bed it,i bought it for Christmas he left bed it,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,Love operation of this system.Bought the mini afterwards for another room.,Bought the mini afterwards for another room,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"I wondered about buying one before making the decision - now even after just a few weeks I wonder how I managed. It has some gimmicky things yes but also can help out with a lot of very useful ideas such as weather, traffic and lists. Would recommend one to anyone",I wondered about buying one before making the decision - now even after just a few weeks I wonder how I managed,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"Bought eh Echo Plus on a whim - it was on sale and I figured, ""why not."" I am really enjoying it. Apart form the basic news and weather reporting, I enjoy my morning trivia. I also use the music from Amazon a lot. It's been nice having a ""holiday"" station at my disposal. The Echo Plus is easy to set up and use and definitely has a lot of features, many of which I am still learning.","Bought eh Echo Plus on a whim - it was on sale and I figured, ""why not",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"Bought eh Echo Plus on a whim - it was on sale and I figured, ""why not."" I am really enjoying it. Apart form the basic news and weather reporting, I enjoy my morning trivia. I also use the music from Amazon a lot. It's been nice having a ""holiday"" station at my disposal. The Echo Plus is easy to set up and use and definitely has a lot of features, many of which I am still learning.", I also use the music from Amazon a lot,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"Bought this for my mom that is electronically challenged and she loves it. Makes her feel like she is a tech wiz. Makes me feel better about her ability to turn lights on and off as she comes and goes. More importantly, she is in her 70s and Iives alone, she can make a phone call using Alexa from anywhere she has an echo. I bought her 3 to cover her whole house. This means if she falls down and can’t get to her phone she can dial me or 911 with her voice.....a must have!!!", Makes her feel like she is a tech wiz,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"Bought this for my mom that is electronically challenged and she loves it. Makes her feel like she is a tech wiz. Makes me feel better about her ability to turn lights on and off as she comes and goes. More importantly, she is in her 70s and Iives alone, she can make a phone call using Alexa from anywhere she has an echo. I bought her 3 to cover her whole house. This means if she falls down and can’t get to her phone she can dial me or 911 with her voice.....a must have!!!", Makes me feel better about her ability to turn lights on and off as she comes and goes,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"Bought this for my mom that is electronically challenged and she loves it. Makes her feel like she is a tech wiz. Makes me feel better about her ability to turn lights on and off as she comes and goes. More importantly, she is in her 70s and Iives alone, she can make a phone call using Alexa from anywhere she has an echo. I bought her 3 to cover her whole house. This means if she falls down and can’t get to her phone she can dial me or 911 with her voice.....a must have!!!", This means if she falls down and can’t get to her phone she can dial me or 911 with her voice,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,Still figuring out what all I can do with it but the Echo was extremely easy to hook up. The instructions that came with it made everything very clear. The speaker doesnt get room filling loud if you want to play music but thankfully it has an audio out jack so I just hooked it up to some speakers., The speaker doesnt get room filling loud if you want to play music but thankfully it has an audio out jack so I just hooked it up to some speakers,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"The light came free with the Echo (didn’t know) but now that I have that one I want to get all my lights like this one! It’s so great and convenient to be able to tell it to turn off right before I leave the room instead of having to walk over there to pull the cord. Or even better when you forget to turn the switch off before you sit down, that’s the worst!"," Or even better when you forget to turn the switch off before you sit down, that’s the worst!",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,Pretty cool product.Features are limited unless you spend a lot more money buying other things you can connect and interface with. But the basic unit with one lightbulb is a pretty good start. Just know going into it that you will be shelling out a lot more to expand the system.,Features are limited unless you spend a lot more money buying other things you can connect and interface with,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,Pretty cool product.Features are limited unless you spend a lot more money buying other things you can connect and interface with. But the basic unit with one lightbulb is a pretty good start. Just know going into it that you will be shelling out a lot more to expand the system., Just know going into it that you will be shelling out a lot more to expand the system,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"Purchased as a gift for my 14 year old son. He absolutely loves it. Uses to place music, ask questions and turn off his lights!"," Uses to place music, ask questions and turn off his lights!",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"She could perform some tasks ,but most things she didn't know. So agrivating.","She could perform some tasks ,but most things she didn't know",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"She could perform some tasks ,but most things she didn't know. So agrivating.", So agrivating,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,I have been greatly impressed with the Alexa. A friend loves calling me and asking her Alexa questions. We share alot of laughs just discovering all the things she can do. So I just had to purchase an Alexa for myself. I'm just beginning set my Alexa up. I hope it's easy because I'm not tech. salve. I've got to go and get started with the set-up., So I just had to purchase an Alexa for myself,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,I have been greatly impressed with the Alexa. A friend loves calling me and asking her Alexa questions. We share alot of laughs just discovering all the things she can do. So I just had to purchase an Alexa for myself. I'm just beginning set my Alexa up. I hope it's easy because I'm not tech. salve. I've got to go and get started with the set-up., I hope it's easy because I'm not tech,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,I have been greatly impressed with the Alexa. A friend loves calling me and asking her Alexa questions. We share alot of laughs just discovering all the things she can do. So I just had to purchase an Alexa for myself. I'm just beginning set my Alexa up. I hope it's easy because I'm not tech. salve. I've got to go and get started with the set-up., I've got to go and get started with the set-up,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,I mainly bought the Echo plus for my kids but I’m using it more than they do. Excellent product!!,I mainly bought the Echo plus for my kids but I’m using it more than they do,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"I purchased this, in addition to several other Alexa products, because I wanted the hub to connect several smart home devices. So far it has been pretty easy to set up and use. I'm happy with the sound also.","I purchased this, in addition to several other Alexa products, because I wanted the hub to connect several smart home devices",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,As advertised. Easy set up and integration. Haven't tried to use the hub yet but it is limited in the number of products it works with compared to Samsung Smartthing or Wink 2.,As advertised,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,As advertised. Easy set up and integration. Haven't tried to use the hub yet but it is limited in the number of products it works with compared to Samsung Smartthing or Wink 2., Haven't tried to use the hub yet but it is limited in the number of products it works with compared to Samsung Smartthing or Wink 2,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"I usually unplug it but when I plug it back in, it is always difficult to get it reconnected to the internet for some reason.","I usually unplug it but when I plug it back in, it is always difficult to get it reconnected to the internet for some reason",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,like the Alexa but needs to be more interactive like suri.,like the Alexa but needs to be more interactive like suri,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"I’m a big Apple consumer all around but after tons of research and testing, I went to alexa over Siri (Apple home kit) to make my full home a smart house.","I’m a big Apple consumer all around but after tons of research and testing, I went to alexa over Siri (Apple home kit) to make my full home a smart house",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"Like the idea of having a built-in hub to control other smart home devices as we get them.Sound quality is marginally better, but we didn't buy Echos as audiophiles...but for background music and it's perfect for that.My only complaint to date is that we have to accounts in our home and Amazon Echo must have one or the other. That makes it frustrating for the other user (particularly when playing configuring music to play in all rooms).",Like the idea of having a built-in hub to control other smart home devices as we get them,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"Like the idea of having a built-in hub to control other smart home devices as we get them.Sound quality is marginally better, but we didn't buy Echos as audiophiles...but for background music and it's perfect for that.My only complaint to date is that we have to accounts in our home and Amazon Echo must have one or the other. That makes it frustrating for the other user (particularly when playing configuring music to play in all rooms).","Sound quality is marginally better, but we didn't buy Echos as audiophiles",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"Like the idea of having a built-in hub to control other smart home devices as we get them.Sound quality is marginally better, but we didn't buy Echos as audiophiles...but for background music and it's perfect for that.My only complaint to date is that we have to accounts in our home and Amazon Echo must have one or the other. That makes it frustrating for the other user (particularly when playing configuring music to play in all rooms).",My only complaint to date is that we have to accounts in our home and Amazon Echo must have one or the other,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"Like the idea of having a built-in hub to control other smart home devices as we get them.Sound quality is marginally better, but we didn't buy Echos as audiophiles...but for background music and it's perfect for that.My only complaint to date is that we have to accounts in our home and Amazon Echo must have one or the other. That makes it frustrating for the other user (particularly when playing configuring music to play in all rooms).", That makes it frustrating for the other user (particularly when playing configuring music to play in all rooms),NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,I love my Echo so much. I have my lights and front door deadbolt hooked up to it. I play music from it all the time and ask Alexa about the traffic and weather. I would recommend the Echo to everyone., I have my lights and front door deadbolt hooked up to it,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,Echo plus is able to play music and response whatever answer by itself. It also equip with bluetooth so I can pair to another more powerful speaker. It's so convenient to ask/request without touch anything. The response time is acceptable but you need to speak out your question right after calling Alex or it won't wait., It also equip with bluetooth so I can pair to another more powerful speaker,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,Echo plus is able to play music and response whatever answer by itself. It also equip with bluetooth so I can pair to another more powerful speaker. It's so convenient to ask/request without touch anything. The response time is acceptable but you need to speak out your question right after calling Alex or it won't wait., It's so convenient to ask/request without touch anything,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,Echo plus is able to play music and response whatever answer by itself. It also equip with bluetooth so I can pair to another more powerful speaker. It's so convenient to ask/request without touch anything. The response time is acceptable but you need to speak out your question right after calling Alex or it won't wait., The response time is acceptable but you need to speak out your question right after calling Alex or it won't wait,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,Has built in smart hub unlike other echos. Works with other smart home devices with no additional purchases., Works with other smart home devices with no additional purchases,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,Very easy to use distance is sometime an issue for Alexa hearing at times,Very easy to use distance is sometime an issue for Alexa hearing at times,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,No issues perfect works as advertised........................,No issues perfect works as advertised,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,"I would recommend this to anyone who like to speak commands to technology and have it respond. I purchased this for my husband who is sick and he can ask for weather, music, sport events and more. Great item!"," I purchased this for my husband who is sick and he can ask for weather, music, sport events and more",NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,I’ve been using the Amazon Echo from the day it was released to the market. Unfortunately the volume control wheel broke. I quickly went over to my local best buy and purchased the next generation. There are amazing improvements concerning this device. I Really And Truly Are In Love With Alexa. I don’t know what I would do without her,I’ve been using the Amazon Echo from the day it was released to the market,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,I’ve been using the Amazon Echo from the day it was released to the market. Unfortunately the volume control wheel broke. I quickly went over to my local best buy and purchased the next generation. There are amazing improvements concerning this device. I Really And Truly Are In Love With Alexa. I don’t know what I would do without her, Unfortunately the volume control wheel broke,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,I’ve been using the Amazon Echo from the day it was released to the market. Unfortunately the volume control wheel broke. I quickly went over to my local best buy and purchased the next generation. There are amazing improvements concerning this device. I Really And Truly Are In Love With Alexa. I don’t know what I would do without her, I quickly went over to my local best buy and purchased the next generation,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,I’ve been using the Amazon Echo from the day it was released to the market. Unfortunately the volume control wheel broke. I quickly went over to my local best buy and purchased the next generation. There are amazing improvements concerning this device. I Really And Truly Are In Love With Alexa. I don’t know what I would do without her, I don’t know what I would do without her,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,I love this. Has great sound. I thought i bought in silver. THe packaging was a little deceptive. But I'm loving it. Wanting to get a second one., Wanting to get a second one,NEGATIVE
Amazon - Echo Plus w/ Built-In Hub - Silver,I have an original Gen 1 Echo that has been relocated to My Bedroom by simply unplugging and Plugging back in!Now that I have the Gen 2 Echo Plus in my Living Room and set up to work seamlessly with my Gen 1 I could not be happier. Along with the built in Hue it makes it that much better. Everything works just like I want and the sound on both devices are perfect for me.,I have an original Gen 1 Echo that has been relocated to My Bedroom by simply unplugging and Plugging back in!Now that I have the Gen 2 Echo Plus in my Living Room and set up to work seamlessly with my Gen 1 I could not be happier,NEGATIVE
